pos,0,1,pos_ratio
pos_PROPN,0.019497946581724858,0.031746497657118976,0.6141763035505289
pos_NUM,0.018120044981170466,0.02728331651864059,0.6641437806430327
pos_SYM,0.007273758538019775,0.009953734556169077,0.7307567322570081
pos_SCONJ,0.013744990491276197,0.018297714766780666,0.7511861817974178
pos_INTJ,0.003379394281641194,0.004280452525869488,0.7894946296489382
pos_PRON,0.10882969342030481,0.12852679456629146,0.8467471221665978
pos_ADP,0.09838965577458551,0.1092473580820904,0.9006135937919321
pos_AUX,0.07010839325634872,0.07246518375192003,0.9674769265246104
pos_PART,0.0385614991095742,0.038633884431275925,0.9981263773299709
pos_VERB,0.1628147664192257,0.15965597705900142,1.0197849740323655
pos_ADV,0.06155442791238169,0.06009363678708164,1.0243085824623295
pos_CCONJ,0.0398544736882102,0.038192304945647335,1.0435210376783581
pos_NOUN,0.2144075175526944,0.19952068405004603,1.0746129834785165
pos_ADJ,0.06803339783382684,0.06303234356131597,1.0793410809427701
pos_PUNCT,0.12943473022773,0.11502680779707089,1.125257083166886
pos_DET,0.12223109703368065,0.08791738157275926,1.3902950116015889
pos_SPACE,0.030416500338217106,0.020752647848634648,1.4656684081987283
pos_X,0.0062639079941730486,0.001327879178214274,4.717227362956865
